pairid	sentid	comparison	sentence	source
2	1	expected	"Se alguém morasse ali
Não dá mais
Nada vai
Simular
Se alguém morasse aqui
Nada vai
Nada mal
Sinta o chão"	pt
1	1	expected	"I'm a gambler
And I'm a runner
But you knew that
When you lay down
I'm a picture
Of ugly stories
I'm a killer
And I'm a clown
Step into the street by sundown
Step into your last goodbye
You're a target just by living
Twenty dollars will make you die
I wear lace
And I wear black leather
My hands are lightning upon my gun
My shots are clean
And my, my shots are final
My shots are deadly
And when it's done
You're as stiff as my smoking barrel
You're as dead as a desert night
You're a notch
And I'm a legend
You're at peace
And I must hide
Tell me where the hell I'm going
'Let my bones fall in the dust
Can't you hear that ghost that's calling
As my Colt begins to rust
In the dust
I'm a killer
I'm a clown
I'm a priest
That's gone to town"	en
3	1	expected	"Malo tiempo yo no quiero
Que me traigan ...
desa fino
En mi soledad
Anagel divino yo no quiero
En mi camino la fatalidad
Cuando veo al cielo
Que se esta Nublando
Cuando veo al cielo
Que se esta nublando

Chorus

Agua que va caer
Te juro que va mohar

Adios
Mis Amigos Adios."	es
3	1	expected	"La gente esta jugando con mi mente
y ando con la mirada borracha
mi cabeza esta pensando en remolacha
por eso no tiene sentido esta guaracha
nada de lo que digo hace sentido
estoy botando fluido por los oidos
ya yo no soporto este ruido
por favor que se detenga la orquesta
o si no voy a volarme la cabeza, gracias
ahora si que no me desenfoco
residente te estas volviendo loco
ok visitante organiza la orquesta en un segundo
que vamos a conquistar al mundo
al que se meta mi escopeta se la desenfundo
y le hago un boquete profundo
digame capitan cual es el plan
hmmmmm no se
pero presiento que va a ver mucha sangre
vamos a cortar cabezas con alambres de puas
vamos a secuestrar gente desnua y arrancarle las tetas
los pipis, los culos, las totas con toy pelota
siento un chillido en el timpano que me mantiene abriendo la bocota
Coro
quiero salir corriendo sin ropa por todas las carreteras de Europa
y voy a hacer una fortuna
pa guardarlo en una lata de tuna
quiero salir corriendo sin ropa por todas las carreteras de europa
quiero salir corriendo sin ropa
nadie me entienden ni yo mismo me entiendo
toda esta gente de mi se esta riendo
miren como me estan viendo
tengo ganas de ocasionar un incendio
con una bateria botando gasolina par de cables
enrollado en al barriga un rollo de teipe algo de babilla
y de tomar con alegria
tu no sabes lo que yo daria por ver tus estrias descociendose
y botando sangria
todos los dias yo rezo pa que pase eso
residente te estas volviendo loco
no solo me siento confundido
y estoy escuchando el mismo zumbido en mi oido paraaaaa
traquilo, acuestate en al camilla
tomate esta pastilla
ahora aguante la respiración que por ahi va la inyeccion
mis neuronas ya estan en función
voy decidido a fucilar el reggaeton
todo lo veo en camara lenta la piel se me esta poniendo amarillenta
Coro
quiero salir corriendo sin ropa por todas las carreteras de Europa
y voy a hacer una fortuna
pa guardarlo en una lata de tuna
quiero salir corriendo sin ropa por todas las carreteras de Europa
quiero salir corriendo sin ropa..
(X2)"	es
1	1	expected	"Sketchead
He's coming to your party
He's walking up your drive
And he's swinging all his keys round
Sketchead
He's seen you with ya top off
He already know's your boyfriend
Retain your introduction
Sketchead
There comes the protagonist
The pips in your quince
The hour behind the spiral
The itch you can't itch in your ear
And the knot that shattered your packet of peppermints
Sketchead
There's poison in his spit
He'll complement your tits
And leave you to your wits
Sketchead
Convincingly insisting the tyres were bald
When you gave him the car
Sketchead
Still coming to your party
Still walking up your drive
And he's swinging all his keys round on his finger
As a pendulum to unnerve
And then there's you
You've changed
I approached you like you were the same
But soon it was apparent a new name was required
Your lips went on fire
Accomplishments that mean while I
Captivated by your magazine skin
The tint on your limbs
That obscures to begin
And you know full well
That anyone who says that they don't prefer the sequel
Will still be swinging on themselves tonight"	en
3	1	expected	"Esa mujer me está matando
Me ha espinado el corazón
Por más que trato de olvidarla
Mi alma no da razón
Mi corazón aplastado
Dolido y abandonado
A ver, a ver - tú sabes dime mi amor
Cuanto amor, y que dolor nos quedó
Ahh-ahh-ay, corazón espinado
Como duele, me duele mamá
Ahh-ahh-ay - como me duele el amor
Y como duele, como duele el corazón
Cuando uno es bien entregado
Pero no olvides mujer que algún día dirás
Ay-ay-ay, como me duele el amor
Ahh-ahh-ay, corazón espinado
Como duele, me duele mamá
Ahh-ahh-ay, como me duele el amor
Ahh-ahh-ay, corazón espinado
Ahh-ahh-ay, como me duele el amor
(Instrumental)
Como me duele el olvido
Como duele el corazón
Como me duele el estar vivo
Sin tenerte a un lado amor
Corazón espinado (8x)"	es
2	1	expected	"Hei, Menina
Você me conquistou
Me fez ficar apaixonado por você
Sua pele de cor de canela
Sua graça és linda, quem dera!
Ter pra mim uma rosa tão bela
Pra florir o meu jardim
Se te vejo passar em minha fita
O meu peito acelera, palpita
Dá um frio no pé da barriga
Quero essa gatinha pra mim
Se te vejo passar não agüento
Algo quente me ferve por dentro
Eu ainda te chamo e te “queixo”
Quero essa gatinha pra mim
Hei, Menina
Você me conquistou
Me fez ficar apaixonado por você...."	pt
2	1	expected	"Meu caminho é cada manhã
Não procure saber onde vou
Meu destino não é de ninguém
E eu não deixo os meus passos no chão
Se você não entende, não vê
Se não me vê, não entende
Não procure saber onde estou
Se o meu jeito te surpreende
Se o meu corpo virasse sol
Se minha mente virasse sol
Mas só chove, chove
Chove, chove
Se um dia eu pudesse ver
Meu passado inteiro
E fizesse parar de chover
Nos primeiros erros
Meu corpo viraria sol
Minha mente viraria
Mas só chove, chove
Chove, chove
Se um dia eu pudesse ver
Meu passado inteiro
E fizesse parar de chover
Nos primeiros erros
Meu corpo viraria sol
Minha mente viraria
Mas só chove, chove
Chove, chove
Meu corpo viraria sol
Minha mente viraria
Mas só chove, chove
Chove, chove
Meu corpo viraria sol
Minha mente viraria...
Mas só chove, chove
Chove, chove"	pt
1	1	expected	"Oh, nowhere left to go
Are we getting closer, closer?
No, all we know is no
Nights are getting colder, colder
Hey
Tears all fall the same
We all feel the rain
We can't change
Everywhere we go
We're lookin' for the sun
Nowhere to grow old
We're always on the run
They say we'll rot in hell
But I don't think we will
They've branded us enough
Outlaws of love
Scars make us who we are
Hearts and homes are broken, broken
Far, we could go so far
With our minds wide open, open
Hey
Tears all fall the same
We all feel the rain
We can't change
Everywhere we go
We're lookin' for the sun
Nowhere to grow old
we're always on the run
They say we'll rot in hell
But I don't think we will
They've branded us enough
Outlaws of love
Outlaws of love
Outlaws of love"	en
3	1	expected	"A ti que me diste tu vida, tu amor y tu espacio
A ti que cargaste en tu ventre dolor y cansancio
A ti que peleaste con uñas y dientes valente en tu casa y en cualquier lugar
A ti rosa fresca de abril a ti me fiel querubin
A ti te dedico mis versos, mi ser, mis victorias
A ti mi respecto señora,señora,señora
A ti mi guerrera invencible
A ti luchadora incansable
A ti mi amiga constante de todas las horas
Tu nombre es un nombre común como las margaritas
Siempre en mi boca presencia constante en mi mente
Y para no hacer tanto alarde
Esa mujer de quien hablo es linda mi amiga gaviota su Nombre es mi madre
A ti te dedico mis versos, mi ser, mis victorias (a ti)
A ti mi respecto señora,señora,señora
Y para no hacer tanto alarde
Esa mujer de quien hablo es linda, mi amiga gaviota su Nombre es mi madre

Por: Esther"	es
1	1	expected	"ooo oo oo
ooo oo oo
IT'S SLEEPIN' SICKNESS THAT KNOWS ME WELL
IT'S ALL AROUND ME MY MIND CAN TELL
AND ALL THE CHILDREN THEY KNOW MY NAME
WILL SCREAM FOREVER I KNOW THE PAIN
OO FEEL THE PAIN
OO FEEL THE PAIN
OO-OO I FEEL THE PAIN
OO FEEL THE PAIN
IT'S A SLEEPIN' SICKNESS THAT KNOWS ME WELL
SHE GOT THE FEVER SHE'S HOT AS HELL
AND ALL DA CHILDREN THEY KNOW MY NAME
GOOD-NIGHT MARE'S COMIN'
THEY'LL SCREAM IN PAIN
OO SCREAM IN PAIN
OO SCREAM IN PAIN-AH
OO SCREAM IN PAIN
OO SCREAM IN PAIN
y-y-y-y-yow

DJ's are burning,
when the world keep you turning,
when the, Bridges are burning...
Then i'm down, then i'm up, then i'm down...
ha, ha, Bridges are burning,
when the world keep you turning,
was it you at the learning,
till the night, night, night in...
(solo)"	en
1	1	expected	"If you need a friend,
don't look to a stranger,
You know in the end,
I'll always be there.
And when you're in doubt,
and when you're in danger,
Take a look all around,
and I'll be there.
I'm sorry, but I'm just thinking of the right words to say
(Ipromise)
I know they don't sound the way I planned them to be
(Ipromise)
But if you'll wait around a while, I'll make you fall for me,
I promise, I promise you I will.
When your day is through,
and so is your temper,
You know what to do,
I'm gonna always be there.
Sometimes if I shout,
it's not what's intended.
These words just come out,
with no gripe to bear.
I'm sorry, but I'm just thinking of the right words to say
(Ipromise)
I know they don't sound the way I planned them to be
(Ipromise)
But if you'll wait around a while, I'll make you fall for me,
I promise, I promise you...
I'm sorry, but I'm just thinking of the right words to say
(Ipromise)
I know they don't sound the way I planned them to be
(Ipromise)
And if I had to walk the world, I'd make you fall for me,
I promise, I promise you I will.
I gotta tell ya, I need to tell ya, I gotta tell ya, I gotta tellyaaaa ...
I'm sorry, but I'm just thinking of the right words to say
(Ipromise)
I know they don't sound the way I planned them to be
(Ipromise)
But if you'll wait around a while, I'll make you fall for me,
I promise, I promise you...
I'm sorry, but I'm just thinking of the right words to say
(Ipromise)
I know they don't sound the way I planned them to be
(Ipromise)
And if I had to walk the world, I'd make you fall for me,
I promise, I promise you I will ...
I will...
I will...
I will..."	en
3	1	expected	"Cuando Baja La Marea
Aire, en esta linda tarde de verano
Tu recuerdo es una foto gris
Que las olas van difuminando
Que difícil dibujar tus rasgos
Medio día después de partir
Aire, si tus ojos eran higos negros
Si los dientes gajos de limón
No recuerdo el arco de tus cejas
Ni siquiera puedo hablar apenas
De otra cosa que no sea tu olor
La mente cuando baja la marea
Por puro instinto de conservación
Intenta cauterizar cada huella
Que deja atrás el paso del amor
La mente cuando baja la marea
Mostrando la estructura del dolor
Activa un mecanismo de defensa
Para que no se ahogue el corazón
(Aire) , me falta el aire
(En esta linda tarde de verano)
No logro describirte
(Tu recuerdo es una foto gris)
Apenas perfilada
(Que las olas van difuminando)
Oh, no
Aire, intento dibujar
(Tus rasgos veo casi ya no puedo)
por mucho que lo intento
(Que difícil es reconocer)
con todo lo que amamos
(Que no me has dejado apenas huella)
Aire, ahora cuando baja la marea
Y el naufragio ya es total
Que pena
Te Quiero
No ya no me llores
no me vayas a hacer llorar a mí
Dame, dame tu mano intentalo mi niña
quiero verte reir
Abrazame fuerte ven corriendo a mi
te quiero te quiero te quiero
y no hago otra cosa que pensar en ti
solo vivo y respiro para ti
te quiero, te quiero, te quiero

Abrazame fuerte ven corriendo a mi
Déjame que te diga otra vez que te quiero, te quiero, te quiero
Déjame que te diga otra vez que te quiero, te quiero, te quiero
Te quiero, te quiero, te quiero
(Déjame que te diga otra vez que te quiero, te quiero, te quiero)
Te quiero, te quiero, te quiero
Verano Peligroso
Rock!
La gran ocasion, para escapar
Del trafico, el sol y el ruido de la ciudad
Llega hoy, por medio de la publicidad
El cielo y el mar, en calma total
Las olas tan doradas que me pongo a temblar de emocion
En cuanto tengo el si de papa
Un par de minifaldas, tenis bañador
Y media tonelada de bronceador
La radio maquilaje, mis lentes de sol
Voy con la casa acuestas soy un caracol
Verano peligroso, verano criminal
Chicos pidiendo guerra con este calor tropical
Verano peligroso, lujo espectacular
Alberca con orquesta y suite en la orilla del mar
Soy peligrosa
Soy peligroso
Soy más peligrosa
Soy peligroso
Miles de gentes, verano fataal
Verano peligroso, verano criminal
Chicos pidiendo guerra con este calor tropical
Verano peligroso, lujo espectacular
Alberca con orquesta y suite en la orilla del mar
Soy Peligrosa!
Rock!

Devuelveme a mi Chica
Estoy llorando en mi habitación
todo se nubla a mi alrededor
Ella se fue con un niño pijo
en un ford fiesta blanco y un jersey amarillo
Por el parque los veo pasar
cuando se besan la pasional
Voy a vengarme de ese marica
voy a llenarle el cuello, de polvos pica, pica
Sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica
sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica

Sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica
sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica
Sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica
sufre mamon, devuelveme a mi chica
o te retorcerás entre polvos pica, pica

La Chica del Bikini Azul
Solo y triste bajo el sol en la playa busco amor
Debe haber un lugar para mi gentes viene, gentes van
Con las aguas, luz y sal
en mi piel el calor sube mas
De pronto flash, la chica del bikini azul
De pronto flash, cambio el color del mar
Una y no mas es ella mi oportunidad
Yo tengo el as y no puedo fallar
No es posible, no es verdad
Mi cabeza va a estallar
Ya no se
Si estoy bien, o estoy mal
De pronto Flash, la chica del bikini azul
De pronto Flash, cambio el color del mar
Una y no mas es ella mi oportunidad
Yo tengo el as y no puedo fallar
flash
Viviendo de Noche
Los analisis dan alcohol
dicen que ha bebido nuestro conductor
debido a su mal estado
al final hemos chocado
Despues de tanto ruido
hemos salido como hemos podido
el coche destrozado
no entiendo nada estoy tan atontado
No ha habido graves heridos
de esta hemos salido vivos
Y es que siempre estamos viviendo de noche
siempre tomando copas viajando en coche
siempre acompañando a la madrugada
que a veces nos enseña su mala cara

Y es que siempre estamos viviendo de noche
siempre tomando copas viajando en coche
siempre acompañando a la madrugada
que a veces nos enseña su mala cara
Y es que siempre estamos viviendo de noche
(viviendo de noche)
siempre tomando copas viajando en coche
siempre acompañando a la madrugada
que a veces nos enseña su mala cara (Mala cara)
De Musica Lijera

Ella durmió al calor de las masas
Y yo desperté queriendo soñarla
Algún tiempo atrás pensé en escribirle
Que nunca sorteé las trampas del amor
De aquel amor de música lijera
Nada nos libra nada mas queda
Nada mas queda
No le enviaré cenizas de rosas
Ni pienso evitar un roce secreto
De aquel amor de música lijera
Nada nos libra nada mas queda
Nada mas queda
Nada mas queda
Nada mas queda

Es Mejor Asi
Si fuera por ti, me harias sufrir
casi sin pensarlo podrias mentir
Si yo nunca fui tu história de amor
No juegues conmigo, es mejor tu adiós
Talvez esto es el mejor que sufrir de amor
No lo hago por ti no quiero seguir
Ya no quiero de ti nada
No puedo creerte nada
Vete y busca quien te quiera
Quién te aguante a tu manera
Por mi parte esta perdido
Te he dejado en el olvido
Tan cansada estoy de ti
Y aunque esta noche estoy despierto
Puedo decirte que me siento mejor asi
mejor, mejor asi
mejor, mejor asi
mejor, mejor asi
Es mejor asi
Es mejor asi
Es mejor asi
Ya no quiero de ti nada
No puedo creerte nada
Vete y busca quien te quiera
Quién te aguante a tu manera
Por mi parte esta perdido
Te he dejado en el olvido
Tan cansada estoy de ti
Es mejor asi
Es mejor asi
Es mejor asi
Es mejor asi"	es
2	1	expected	"Eu não mudei, eu sempre fui assim
Você que nunca enxergou como eu realmente sou
Eu sempre quis nunca errar
Fazer valer, deixar rolar
Existem mil maneiras de te esquecer
Mas uma forte energia não me faz poder
E só de imaginar o quanto poderia ser perfeito
Para mim e pra você
E eu nunca quis errar
Eu sempre quis fazer o melhor pra mim e pra você
Nunca deixei transparecer a dor que sinto
Não dá pra entender
Talvez você seja a resposta certa
Para as perguntas que estão em mim
E sempre que eu penso em desistir
Você vem e sempre me faz tão feliz
Eu nunca quis errar
Eu sempre quis fazer o melhor pra mim e pra você
Parece que você lê os meus sonhos
Nasceu do jeito que eu sempre quis
Existem mil maneiras de saber
Só você me faz feliz
Eu não mudei eu sempre fui assim
Você que nunca enxergou como eu realmente sou (3x)
Eu nunca quis errar
Eu sempre quis fazer o melhor pra mim e pra você !"	pt
1	1	expected	"It's late at night and I can't sleep
Missing you just runs too deep
Oh I can't be thinking of your smile
Every kiss you can't forget
This aching heart ain't broken yet
Oh God I wish I could make you see
Cuz I know this flame isn't dying
So nothing can stop me from trying
Baby you know that
Maybe it's time for miracles
Cuz I ain't giving up on love
You know that
Maybe it's time for miracles
Cuz I ain't giving up on love
No I ain't giving up on us
I just want to be with you
Cuz living is so hard to do
When all I know is trapped inside your eyes
The future I can not forget
This aching heart ain't broken yet
Oh God I wish I could make you see
Cuz I know this flame isn't dying
So nothing can stop me from trying
Baby you know that
Maybe it's time for miracles
Cuz I ain't giving up on love
You know that
Maybe it's time for miracles
Cuz I ain't giving up on love
No I ain't giving up on us
Baby can you feel it coming?
You know I can hear it, hear every soul
Baby, when you feel me feeling you
You know it's time
Baby you know that
Maybe it's time for miracles
Cuz I ain't giving up on love
You know that
Maybe it's time for miracles
Cuz I ain't giving up on love
You know I ain't giving up on us
You know I ain't giving up on
Oh I ain't giving up on us"	en
1	1	expected	"You, you who has smiled when you're in pain
You who has soldiered through the profane
They were distracted and shut down
So why, why would you talk to me at all
Such words were dishonorable and in vain
Their promise as solid as a fog
And where was your watchman then
I'll be your keeper for life as your guardian
I'll be your warrior of care, your first warden
I'll be your angel on call, I'll be on demand
The greatest honor of all, as your guardian
You in the chaos feigning sane
You who has pushed beyond what's humane
Them as the ghostly tumbleweed
And where was your watchman then
I'll be your keeper for life as your guardian
I'll be your warrior of care, your first warden
I'll be your angel on call, I'll be on demand
The greatest honor of all, as your guardian
Now no more smiling mid crestfall
No more managing unmanageables
No more holding still in the hailstorm
Now enter your watchwoman
I'll be your keeper for life as your guardian
I'll be your warrior of care, your first warden
I'll be your angel on call, I'll be on demand
The greatest honor of all, as your guardian"	en
2	1	expected	"We all want someone to shout for
Yeah, everyone wants somebody to adore
But your heroes aren't what they seem
When you've been where we've been
Have I done something to trigger
The funny looks and the sniggers?
Are they there at all, or is it just paranoia?
Everybody's got their box
Doing what they're told
You pushed my faith near being lost
But we'll stick to the guns
Don't care if it's marketing suicidal
Won't crack or compromise
Your do-rights or individes
Will never unhinge us
And there's a couple of hundred
Think they're Christopher Columbus
But the settlers had already settled
Yeah, long before ya
Just cos we're having a say-so
Not lining up to be playdoh
Oh, in five years time, will it be
""Who the fuck's Arctic Monkeys?""
'Cause everybody's got their box
Doing what they're told
You pushed my faith near being lost
But we'll stick to the guns
Don't care if it's marketing suicidal
Won't crack or compromise
Your do-rights or individes
Will never unhinge us
[Instrumental]
(La la la la la, la la)
(La la la la la, la la)
(La la la la la, la la)
All the thoughts that I just said
Will linger round and multiply in their head
Not that mad to start with
I'm not angry, I'm just disappointed
It's not you it's them that are wrong
Tell 'em to take out their tongues
Tell 'em to take out their tongues...
It's not you it's them that are wrong
Tell 'em to take out their tongues
Tell 'em to take out their tongues
And bring on the backlash!
It's not you it's them that are wrong
Tell him to take out his tongue
Tell him to take out his tongue
It's not you it's them that's the fake
I won't mess with your escape
Is this really your escape?"	pt
1	1	expected	"Mind, of destructive taste
I choose..
to stroll amongst the waste
That was your heart
Lost in the dark
Call off the chase
Walls of thought, strong and high
As my castle crumbles with time...
I think of you
Oh, yes I do
Such a crime
You opened fire..
and your mark was true
You opened fire..
aim my smilin' skull at you
You opened fire...
I live tomorrow, you I'll not follow
As you wallow in a sea of sorrow
Lines cut across my face
Why you laugh at my disgrace
I'll never know
How far to go
To reach that place
(2x)
You opened fire..
and your mark was true
You opened fire..
aim my smilin' skull at you
You opened fire...
I live tomorrow, you I'll not follow
As you wallow in a sea of sorrow
Chorus
I live tomorrow, you I'll not follow
As you wallow in a sea of sorrow
I live tomorrow, you I'll not follow
As you wallow in a sea of sorrow
I live tomorrow, you I'll not follow
As you wallow in a sea of sorrow"	en
3	1	expected	"Este nuevo amanecer és abrir la puerta de mis años
Sin saber por que esta vida nunca pasa en vano
Siempre hay un después y vivir en este mundo
Es algo muy difícil de ejercer.
Busco eternas primaveras que renazcan a la vida
Huracán de emociones me confunden, me dominan.
Mi vida es transparente todavía
La flor que se abre a plena luz del día
Mi primer amor, lo siento tan directo al corazón.
Hoy descubro que es amar
Un abrazo, una caricia plena
Algo mas que dar es el sueño que ahora me libera
Mi otra verdad, en mis quince soy mujer en realidad.
Busco eternas primaveras que renazcan a la vida
Huracán de emociones me confunden, me motivan.
Mi vida es transparente todavía
La flor que se abre a plena luz del día
Mi primer amor, lo siento tan directo al corazón."	es
1	1	expected	"There is misunderstanding
That there's a bliss beneath it all
That every time it's never ending
There is a kiss to change us all
It's in the dark
It's in your photo
That keeps on falling from the wall
Tell me it's better way up there
I need you
I need you
I need you to tell me
Does it feel the same after healing fame
And all the strange, strange
Strange behavior?
Does it make it worse?
They mispronounce the hurt
I feel so strange
I'm still a stranger
Is there the misunderstanding
That there's hit of healing light?
Tell me the cuts finally stop showing before
We kiss, again, the night
Here in the dark, tripping your picture
I keep rehanging on the wall
I need you better way up there
I need you
I need you better
Does it feel the same?
Would I feel like you?
Because I still feel strange
Are you a stranger too?
I wish it mattered more
But I never will be you
I always feel so fucking strange
Are you a stranger too?
I'm still a stranger"	en
3	1	expected	"Cada Vez
Cada Vez Que Lo Veo Pasar
Mi Corazon Se Enloquece
Y Me Empieza A Palpitar
Y Se Emociona (Y Se Emociona)
Ya No Razona
No Lo Puedo Controlar
Y Se Emociona (Y Se Emociona)
Ya No Razona
Y Me Empieza A Cantar (Cantar)
Me Canta Asi Asi
(Coro)
Bidi Bidi Bom Bom (Bidi Bidi Bom Bom)
Bidi Bidi Bom Bom (Bidi Bidi Bom Bom)
Bidi Bidi Bidi Bidi Bidi Bom Bom
Bidi Bidi Bidi Bidi Bidi Bom Bom
Cada Vez
Cada Vez Que Lo Oigo Hablar
Me Teimblan Hasta Las Piernas
Y El Corazon Igual
Y Se Emociona (Y Se Emociona)
Ya No Razona
No Lo Puedo Controlar
Y Se Emociona (Y Se Emociona)
Ya No Razona
Y Me Empieza A Cantar (Cantar)
Me Canta Asi Asi
(Coro)
Cuando Escucho Esta Cancion
Mi Corazon Quiere Cantar Asi
(Coro)"	es
2	1	expected	"Pode seguir a tua estrela
O teu brinquedo de star
Fantasiando em segredo
O ponto aonde quer chegar
O teu futuro é duvidoso
Eu vejo grana, eu vejo dor
No paraíso perigoso
Que a palma da tua mão mostrou
Quem vem com tudo não cansa
Bete balança meu amor
Me avise quando for a hora
Não ligue pra essas caras tristes
Fingindo que a gente não existe
Sentadas, são tão engraçadas
Donas das suas salas
Pode seguir a tua estrela
O teu brinquedo de star
Fantasiando em segredo
O ponto aonde quer chegar
O teu futuro é duvidoso
Eu vejo grana, eu vejo dor
No paraíso perigoso
Que a palma da tua mão mostrou
Quem vem com tudo não cansa
Bete balança meu amor
Me avise quando for a hora
Quem tem um sonho não dança
Bete Balanço, por favor
Me avise quando for embora."	pt
1	1	expected	"Daddy wants to take me for a ride
Daddy likes to drink when daddy drives
He's pounding on my door
He wants to come inside
Yeah daddy wants to take me for a ride
That's just the way it is, when I'm left alone
Yeah that's when hell comes home
Mommy says that everything is fine
Mommy hides her bruises all the time
She always makes excuses but I know that she is lyin'
Mommy says that everything is fine
That's just the way it is, he's evil to the bone
Mommy says that everything is fine
That's just the way it is, when we're left alone
Coz that's when hell comes home
I hear those footsteps on the stairs
Mom's bleeding out or maybe she don't care
We live in darkness and despair
I'm just so tired of being scared
(daddy's home.
get out my way..
gimme the bottle.
steven..
steven..
steven..
)
(no..
no..
no....)
Daddy's gonna get a big surprise
I'll put one right between his eyes
And in his blood I'll write his last goodbyes
Yeah daddy's gonna get a big surprise
That just the way it is, he'll be deader then a stone
That's just the way it is, he'll leave us both alone
That's just the way it is when hell comes home
Home...."	en
3	1	expected	"(Coti)
Tengo una mala noticia
no fue de casualidad
yo quería que nos pasara..
y tu, y tu
lo dejaste pasar
(Coti)
No quiero que me perdones
y no me pidas perdon
no me niegues que me buscaste
(Coti)
Nada nada de esto eh
nada de esto fue un error oh oh
nada fue un error
nada de esto fue un error oh oh
nada fue un error..
y tu, y tu
(Coti)
Los errores no se eligen
para bien o para mal
no fallé cuando viniste..
y tu, y tu
no quisiste fallar
(Coti)
Aprendi la diferencia
entre y juego y el azar
quien te mira y quien se entrega
(Coti)
Y nada nada de esto
nada de esto fue un error (nada) oh oh
nada fue un error
nada de esto fue un error oh oh
nada fue un error (y nada)
(Paulina Rubio)
Tengo una mala noticia
no fue de casualidad
yo quería que nos pasara..
y tu, y tu
lo dejaste pasar
(Paulina Rubio)
No quiero que me perdones
y no me pidas perdon
no me niegues que me buscaste
(Paulina Rubio)
Nada nada de esto
nada de esto fue un error oh oh
nada fue un error
nada de esto fue un error oh oh
nada fue un error
(Julieta Venegas)
Los errores no se eligen
para bien o para mal
no fallé cuando viniste..
y tu, y tu
no quisiste fallar
(Julieta Venegas)
Aprendi la diferencia
entre y juego y el azar
quien te mira y quien se entrega
(Coti, Paulina Rubio y Julieta Venegas)
Nada nada de esto
nada de esto fue un error oh oh
nada fue un error
nada de esto fue un error oh oh
nada fue un error
nada de esto fue"	es
2	1	expected	"Até que ponto chega a ingenuidade
Existem coisas que eu jamais imaginei que iriam
acontecer comigo
Conclusões que as pessoas tiram sobre algo que eu já
tenha feito
E essas coisas eu nunca pensei que sequer existiam
Um dos meus erros foi não ter me informado
Eu deveria ter tomado muito mais cuidado
Cuidado com o que eu digo
Cuidado com o que eu sou
Cuidado pra que a espontaneidade não vire algo errado
Eu mereço
Eu sou inocente
E a culpa é toda minha
Eu mereço
Eu sou inocente
E a culpa é toda minha
Você fala por códigos
Se comunica por sinais
Eu não sou obrigado a detectá-los
Você se irritou
Tudo bem, eu não faço mais
Cada um sabe onde lhe apertam os calos
Eu mereço
Eu sou inocente
E a culpa é toda minha
Eu mereço
Eu sou inocente
E a culpa é toda minha
(aaaaahhhh)
Eu mereço
Eu sou inocente
E a culpa é toda minha
Eu mereço
Eu sou inocente
E a culpa é toda minha"	pt
2	1	expected	"Amanheceu mais uma vez
É hora de acordar para vencer
E ter o que falar
Alguem para mandar
Uma vida pra ordenar
Poder acumular
e ai então viver, viver e prosperar,
Mais nada a pensar,
Me myself and I,
E assim permanecer,
credicard e status quo é tudo que
penso ser, ilusão é questionar.
O sonho médio vai, vai te conquistar
e todo dia iremos juntos ao shopping pra gastar.
Ter e sempre acreditar, princípio meio e fim
A hipocrisia vai vencer
Vou sorrir para você
Será uma festa em meio a caos
E as pessoas feias pagarão.
Pois somos os eleitos, pelo menos achamos ser
Nossa raça é superior
Pois vou fingir ser daquela cor,
Roberto Campos é o nosso gurú e para sempre seremos liberais
Pra trabalhar, pra viver!
Não me importa se meus filhos não terão educação,
Eles tem que ter dinheiro e visual.
O sonho médio vai, vai te conquistar
Mentalidade de plástico e uma imagem a zelar."	pt
3	1	expected	"Te quiero, si te quiero
Voy andando como fiera trás tus pies, amor
Te veo y te deseo pero tu tienes tu dueño y no te puedes zafar
Los dias se pasan sin ti,
Las noches se alargan sin ti, sin tu amor, sin tus besos
Hay, si tuvieras libertad, a tu lado yo estaría amor
Hey, dame dame una señal, cuando seas libre mi amor
Hay, ya no puedo soportar
No me quiero derrumbar
Mandame un mensaje una señal
Manda una señal de amor
Manda una señal amor
Te veo acorralada de unos Brazos que no te dejan mover
Te deseo y me deseas pero estás muy aprisionada, corazón
Y no viviré sin tu amor
Y no pararé hasta tener tu amor y tus besos
Hey, estoy viviendo sin vivir
Estoy muriendo sin poder morir
Hey, dime dime tell me too, cuando seas libre mi amor
Hay, yo no puedo soportar
No me quiero derrumbar
Mandame un mensaje una señal
Mandame tu luz amor
Manda una señal amor
Vivir, sin ti vivir, estarse Muriendo sin morir
Estar, sin ti estar, estarse Muriendo sin morir
Amor, donde estaras, manda un mensaje, una señal y no, no parare, no vivire sin ti amor..
No!"	es
