textid	text	label
304	Oh the rain is falling (blow blow down) And the wild wind roars (blow blow down) It'll shake your windows (blow blow down) And rattle your doors (blow blow down) Ah blow down this house of cards Blow down this house of cards They're washing the streets (blow blow down) With the blood of your kind (blow blow down) Ah look over your shoulder (blow blow down) They are right behind (blow blow down) Oh blow down this house of cards Blow down this house of cards The birds are wheeling	Folk
305	You and your big ideas Taking your time with me Faithful as I faltered Steady as I stumbled A lifeline tossed in a boiling sea Whose dream was that - To parcel up my soul and pass the hat? That’s not a style that	Folk
306	When we parted just like friends We never tied loose ends I could never say the words that would make amends Oh how I wanted to Oh how I wanted to To say I loved you To say I loved you Oh how I wanted to From my blue room did you creep A love too rare to keep Well I heard your step and I turned my head to weep Oh how I wanted to Oh how I wanted to Say I loved you Say I loved you Oh how I wanted to Oh	Folk
307	You broke my heart so many times I can’t count the pieces Everytime you push me down It seems my strength increases How many times do you have to cry While people stand there gawking How many times do you have to fall Before you end up walking I tried to give you all I had To prove that I’m not bluffing They say it’s a man with nothing to lose Who ends up losing nothing My head’s full of scheming schemes My tongue’s tied up with talking How many times do you have to fall Before you end up walking I	Folk
308	I've been gone so long, now ain't it a pity Bending my back in this hell-hole city Turning my ear from my friends and betters Up to my neck in unread letters And unwritten laws Where I come from feeling is a crime I thought I could take you in my own good time Like a jumped-up fool, now down I climb And I ain't going to drag my feet no more I'm running to your side, gonna beat down the door I ain't going to drag my feet no more, no more Well I can't live without you but I've been trying I've got a short-set fuse and two fists of iron I did everything a man might do To stop myself from pining after you But it don't seem to matter no more Penny's in my hand, now I'm going to spin it Heads you win, don't you think for one minute That I care for this bed with nobody in it And I ain't going to drag my feet no more I'm running to your side,	Folk
309	"In my nightmare everything's wrong I'm waiting for love, but you come along You smile, you wave, you kiss me, Ciao But you seem too happy to see me somehow Then the sky falls in on my head Your nails grow long, your eyes turn red You say ""Forever, dear, and a day"" You swear that you're never going to go away And my feet won't move to run the other way And I can't wake up to save my life Oh I can't wake up to save my life In my nightmare you forgive me The cruellest gift you could ever give me You say that you understand me now But your eyes say ""Brother, I'll get you"	Folk
310	I feel so good I'm going to break somebody's heart tonight. I feel so good I'm going to take someone apart tonight. They put me in jail for my deviant ways, Two years, seven months, and sixteen days. Now I'm back on the street in a purple haze Chorus: And I feel so good I feel so good I feel so good I'm going to break somebody's heart tonight. I feel so good I'm going to make somebody's day	Folk
311	"She said ""Darling I'm in love with your mind. The way you care for me, it's so kind. Love to see you again, I wish I had more time"". She was laughing as she brushed my cheek ""Why don't you call me, angel, maybe next week Promise now, cross your heart and hope to die"". But I misunderstood, but I misunderstood, but I misunderstood I thought she was saying good luck, she was saying good bye But I misunderstood, but I misunderstood, but I misunderstood I thought she was saying good luck, she was saying good bye Things I tried to put shine in her eyes Wire wheels and shimmering things Wild"	Folk
312	It was cruel of you to stand at my door and take my hand Like a drowning man I clung to my defenses And ten years is a time but your looks, love, it's a crime And I lost my tongue in the tangle of my senses And I never was to know that I'd come to miss you so But time winds down and I turned my back long ago But I still dream, oh darling I still dream Oh I still dream, oh Lord knows I still dream On the killing floor I stand with a stun gun in my hand Like a cowboy shooting badmen	Folk
313	I’m so tired of working every day, Now the weekend’s come I’m gonna throw my troubles away If you’ve got the cab fare, mister you’ll do all right I want to see the bright lights tonight Meet me at the station don’t be late I need to spend some money and it just won’t wait Take me to the dance and hold me tight I want to see the bright lights tonight There’s crazy people running all over town There’s a silver band just marching up and down And the big boys are all spoiling for a fight I want to see the bright lights tonight Meet me at the station don’t be late	Folk
314	You may search at any cost But how long can you search for what's not lost? Everybody will help you Some people are very kind But if I can save you any time Come on, give it to me I'll keep it with mine I can't help it, if you might think I'm odd If I say I'm loving you, not for what you are, but for what you're not Everybody will help	Folk
315	Whisky helps to clear my head Bring it with you into bed If I beat you nearly dead I’ll regret it all in the morning I’m so drunk I couldn’t care If that’s a wig or your own hair Here’s my ticket, take me there I’ll regret it all in the morning I’ll regret it all in the morning When I see your smiling face I’d rather be in any place but here The years have left their mark Your skin feels smooth as bark As we shiver in the dark I’ll regret it in the	Folk
316	The world as I know it Would never ever spin again If not for dark I couldn't recognize a spark If not for evil The kind man would walk on by invisible If not for the devil How could mother Mary play the hero If not for bad stuff The good would never be enough If not for loneliness A friend is somewhere in the wilderness If our love was ever to part ways then The world as I know it Would never ever spin again If there's no words of violence The kind whisper screams a sonic silence If not for fear A hope is nowhere near If not for rain The sun would never split the skies again If in doomed waters we should tread Fear not, our rescue's only up ahead If not for loneliness A friend is somewhere in the wilderness If our love was ever	Indie
317	Let the raining teardrops rain down on me tonight I think making up, faking up stories is alright Tick tock stop the clock, fiction is my thing My attitude is always i and me and mine Oh I'm so clever, i'm so clever, I'm so clever Until my paranoia kicks in then I'll accuse her Of doing all the worst things I do best It's funny how me fucking her about Has got me in this fucking mess Liar liar liar liar pants on fire Lies alibis lies more alibis From the truth, I admit I'm more than shy Ain't it the times we are living in Everybody's doing it so why cant I? I tally up tonight's strangers And stragglers that I've kissed Training ground notches, perfectly executed notches And near misses It's all about going out and getting pissed with eagle eyes And sincerity bottom on my list What's the story morning glory? I	Indie
318	My street as I remember is still the same Wonder what the people around here say Only I can turn things the other way I think my friends have all gave up on me Untie my chains, I reach out in apology Then dance, dance, dance, dance, dance into the future with me Beware the fences, and the prison defences And the lies they say inside these walls Commitments involuntary It's later when the Tv turns to static It's quiet on the edge of my bed up in the attic How I got home tonight seemed so automatic, systematic Now the outside world looks so cinematic Only the lonely, in this correctional facility Isn't it sad, isn't it sad, isn't it a pity In the still of every night I pray for	Indie
319	Tell me what is wrong? so you feel that we've all moved on and you're feeling so alone? kids can be cruel you know that's fair to say but remember when the kids once said you were queen of the waves upon the ocean bed you were the dream boat pedalo but	Indie
320	I still think about you lots sometimes It makes me sad when I think about you lots sometimes It makes me laugh out loud when I think of you lots sometimes A flame burns bright inside of me for you lots sometimes Lots sometimes Lots sometimes Something hurts inside when I think of you lots sometimes I see a distance when I think about you lots sometimes The birds sing for me and you in the morning light lots sometimes I feel lost when I think about you lots sometimes Lots sometimes Lots sometimes I'm out of control when I think of you lots sometimes I tell myself I don't need you anymore lots sometimes I wonder if you ever loved me at all lots sometimes I don't want to live without you anymore lots sometimes Lots sometimes Lots sometimes I dot to dot with the stars to spell your name at night lots sometimes The flowers in my garden still await your return lots sometimes The evening breeze whispers your name in	Indie
321	Winter blues no love for you Seasons change in a gothic way 10, 000 lux to light us up In these winter nights if I'm wandering all alone I'll turn on my S.A.D light As I'm staring at Alpha Centauri	Indie
322	I'm gonna get stabbed The baltic fleeto, Are up my arse... No cavalry Could ever save me I'm gonna get stabbed You don't want to stab me 'Cos you don't know my family I'm top man from birming-japan You don't want to stab me now I had my choice I took my	Indie
323	Go write a message in the sand Of what you want to say to me Ice-cream won't be long Now that I'm here with you The glistening sea runs through your hands As you float upon the sparkling sands The setting sun shines on your hair I'm walking on the salty air You are...the prettiest	Indie
324	Mister mojo's rising I took a ride From the L.A mountains through time To get you and see you as mine I dreamt you were mine Since my eyes saw yours If i'm your world Then the world is yours If my lips kissed yours If i'm your world Then the world is yours Then the world is yours Mister mojo's dying Rising inside me is shyness Hesitations from youth Eternally hold the hand of me and you Still I dream You were mine Since my eyes saw yours If i'm your world Then the world is yours If my lips kissed yours If i'm your world Then the world is yours Then the world is yours Talks expensive and subtleties ring blind Don't let bad timing be the cost of our love lost Our crippling shyness butchering love all the time Please please God pull the stars to align Let's not leave it to another time	Indie
325	Saying nothing Seems the most heroic of words we can think to say The ghost of you and me still haunting away I still see your soft as sad eyes, vividly Now it's that time we physically separate Then you'll do it again Youngblood You'll do it again Youngblood You'll do it again, do it again It's part of growing up Off the edge of the cliff Goes the vehicle carrying something happy Love is hard to grasp even when it's easy Tangible one day, unrecognisable the next day If you look a little more closely Then you'll do it again Youngblood You'll do it again Youngblood You'll do it again, do it again It's part of growing up Youngblood, remember me	Indie
326	The world was on fire, no-one could save me but you It's strange what desire will make foolish people do I'd never dreamed that I'd need somebody like you And I'd never dreamed that I'd knew somebody like you No I don't wanna fall in love this world is always gonna break your heart No I don't wanna fall in love this world is always gonna break your heart ..with you What a wicked game to play To make me feel this way What a wicked thing to do To let me dream of you What a wicked thing to say You never felt this way What a wicked thing you	Indie
327	Baby join me in death Baby join me in death Baby join me in death We are so young our lives have just begun but already we're considering escape from this world and we've waited for so long for this moment to come was so anxious to be together together in death Won't you die tonight for love Baby join me in death Won't you die Baby join me in death Won't you die tonight for love Baby join me in death This world is a cruel place and we're here only to lose so before life tears	Indie
328	Love's the funeral of hearts And anode for cruelty When angels cry blood On flowers of evil in bloom The funeral of hearts And a plea for mercy When love is a gun Separating me from you She was the sun Shining upon The tomb of your hopes and dreams so frail He was the moon Painting you With it's glow so vulnerable and pale Love's the funeral of hearts And ode for cruelty When angels cry blood On flowers of evil in bloom The funeral of hearts And a plea for mercy When love is a gun Separating me	Indie
329	Again the burden of losing rests upon my shoulders And its weight seems unbearable Your tomb is where your heart is I should have told her But within me hid a secret so terrible To cry is to know that you're alive But my river of tears has run dry I never wanted to fool you, no But a cold heart is a dead heart And it feels like I've been buried alive by love If I should die before I wake Pray no one my soul to take And if I wake before I die Rescue me with your smile If I should die before I wake Pray no one my soul to take And if I wake before I die Rescue me with your smile.. yeah The kiss of vanity blessed me with a spiritual murder Fed the gods of war insatiable Your home is where the dark is I should have told her Embrace the fire indestructible To die is to know that you're alive And my river of blood won't run dry I never wanted to lose you, no But a cold heart is a dead heart And it feels like I've been buried alive by	Indie
330	There are things you should know The distance between us seems to grow But you're holding on strong Oh how hard it's to let go, oh so hard to let go I'm waiting for your call And I'm ready to take your six six six in my heart I'm longing for your touch And I welcome your sweet six six six in my heart I'm losing my faith in you You don't want it to be true But there's nothing you can do There's nothing you can do Yes, I've lost my faith in you I'm waiting for your call And I'm ready to take your six six six in my heart I'm	Indie
331	Oh girl we are the same We are young and lost and so afraid There´s no cure for the pain No shelter from the rain All our prayers seem to fail In joy and sorrow my home's in your arms In a world so hollow It is breaking my heart In joy and sorrow my home's in your arms In a world so hollow It is breaking my heart Oh girl we are the same We are strong and blessed and so brave With souls to be saved And faith regained All our tears wipe away In	Indie
332	She's smiling like heaven is down on earth Her sun is shining so bright on her All her wishes have finally come true Her heart is weeping Happiness is killing her. It's right, she's in love She'll be right here in my arms So in Love She'll be right here in these	Indie
333	I love your skin oh so white I love your touch cold as ice And I love every single tear you cry I just love the way you're losing your life Oh, my Baby, how beautiful you are Oh, my Darling, completely torn apart You're gone with the sin my baby and beautiful you are So gone with the sin my darling I adore the despair in your eyes I worship your lips once red as wine And	Indie
334	I hear you breathe so far from me I feel your touch so close and real And I know My church is not of silver and gold, Its glory lies beyond judgment of souls The commandments are of consolation and warmth You know our sacred dream won't fail The sanctuary tender and so frail The sacrament of love The sacrament of warmth is true The sacrament is you I hear you weep so far from here I taste your tears like you're next to me And I know My weak prayers are not enough to heal The ancient wounds so deep and so dear	Indie
335	We're drifting apart, But I want you to know Wherever you are I belong Love's singing us a song But we fail to sing along Wherever you go I will follow So please don't let it Please don't let it go Cause if you won't let it I won't let it go So please don't let it Please don't let it go Cause if you won't let it I won't let it go You try to be strong But you're always so alone Whatever I do I do it wrong Death sings our song And we eagarly sing along Whatever you do I adore So please don't let it Please don't let it go Cause if you won't let it I won't let it go So please don't let	Indie
336	Memories, sharp as daggers Pierce into the flesh of today Suicide of love took away all the matters And buried the remains in a unmarked grave In your heart With the venomous kiss you gave me I'm killing loneliness With the warmth of your arms you saved me, Oh, I'm killing loneliness with you The killing loneliness that turned my heart into a tomb I'm killing loneliness Nailed to the cross, together As solitude begs us to stay We disappear in the lie forever And denounce the power of death over our souls As secrets words are said to start a war With	Indie
337	Last night a little dancer came dancing to my door Last night my little angel came pumping on the floor She said 'Come on baby, I've got a licence for love and if it expires, pray help from above Because In the midnight hour, she cried more, more, more With a rebel yell she cried more, more, more In the midnight hour babe more, more, more With a rebel yell more, more, more, more, more, more,more She don't like slavery, she won't sit and beg but when I'm tired and lonely she sees me to bed What set you free and brought you to me, babe What set you free, I need you here by me, because In the midnight hour, she cried more, more, more With a rebel yell she cried more, more, more In	Indie
338	You can't escape the wrath of my heart Beating to your funeral song All faith is lust for hell regained and love dust in the hands of shame Let me bleed you this song of my heart deformed and lead you along this path in the dark Where I belong until I feel your warmth Hold me like you held onto life when All fears came alive and entombed me	Indie
339	I'm in love with you And it's crushing my heart All I want is you To take me into your arms When love and death embrace I love you And you're	Indie
340	There's a flame that leads our souls astray No one's safe from its tender touch of pain And every day it's looking for new slaves To celebrate the beauty of the grave We are like the living dead Sacrificing all we have For a frozen heart and a soul on fire We are like the living dead Craving for deliverance With a frozen heart and a soul on fire And again we're falling for disgrace And hate will shelter us from the rain We are enslaved by the sacred heart of shame And gently raped by the light of day We are like	Indie
341	I'm Stupid Your smarter I'm stupid Thinking theres a way That this could turn out right I'm dreaming You woke up An I should have known from the start That you were never mine Coz if I could make you love me Your out of reasons to stay Make it easy on yourself An don't worry bout me Don't make me feel something you don't I'm crying But don't pity I'm dying but just walk away I'm gunna be alright Coz I was dreaming you woke up An I'm gunna miss you but I I'm gunna be alright Coz if I could make you love me Your out of reasons to stay Make it easy on yourself And don't worry about me If I could make you love me	Indie
342	In the biblical sense and sensibility Let me know you I'll kiss that smile off your face Just say when I'm not afraid to say 'I love you' Any more than I used to be, babe I am scared to death, I am scared to death To fall in love All these people blast from hell Ice break is infernal From a heart so black and blue Only for you (just say when, again) I'm not afraid to say 'I love you' Any more than I used to be, babe	Indie
343	I've seen you breathe life into the weakest of hearts, And heard you scream out loud the sweetest poem, Echo across the ocean reminding me Why I still try, To hold onto whatever is left of you and I, Shedding skin to a dying song, We hum along to the evening sun till we are no more, Little deaths to a dying song, Sound a lot like life, I've seen these dreams be crushed by a single thought, And felt the envy of sadness engulf all warmth Barely alive under ice by exchanging sighs, With tomorrow quivering in the loneliest light, Shedding skin to a dying	Indie
344	Oh, I see your scars I know where they're from Sensually carved and bleeding Till you're dead and gone I've seen it all before Beauty, Splendour, Torn It's when heaven turns to black And hell to white Rights so wrong and wrongs so right now Feel it turning your heart into stone Feel it piercing your courageous soul Beyond our redemption No one's gonna catch you when you fall Oh, I see you crawl You can barely walk with arms wide open You keep on begging for more I've been there before Knocking on the same door It's when hate turns to love And love to hate Faith to doubt And doubt to faith now Feel it turning your heart into stone Feel	Indie
345	Just one look into your eyes One look and I'm crying 'Cause you're so beautiful Just one kiss and I'm alive One kiss and I'm ready to die 'Cause you're so beautiful Just one touch and I'm on fire One touch and I'm crying 'Cause you're so beautiful Just	Indie
346	It’s poetry carved in flesh This beautiful hell of ours To the deadliest sin we confess And tears of joy fill our eyes We are safe where disfigured saints Cry out their prophecies of doom My heart’s a graveyard baby And to evil we make love On our passion’s killing floor	Indie
347	When I was born shadow comin' into your life... The dark side of your sun.. coming to Every day sin is deeper in your heart Screaming souls, deeper and deeper... Come in me like a knife on my skin But you can.. never die.. never die Run away, take another falling love Make my way, fire burning my desire Every tear.. you'll cry Every day.. I'll die With my blood you	Indie
348	Let me wake up in your arms They say it's not alright Let me be so dead and gone So far away from life Close my eyes Hold me tight And bury me deep inside On your heart All I ever wanted was you, my love You...all I ever wanted is you, my love You're all I ever wanted, just you Let me never see the sun And never see you smile Let us be so dead and so gone So far away from life Just Close my eyes Hold me	Indie
349	From lashes to ashes and from lust to dust In your sweetest tornment i'm lost And no heaven can help us Ready, willing and able to lose it all For a kiss so fatal and so warm Oh it's heartache every moment From the start till the end It's heartache every moment with you Deeper into our heavenly suffering Our fragile souls are falling It's heartache every moment baby with you And we sense the danger But don't wanna give up 'Cause there's no smile of an angel Without the wrath of god Oh it's heartache	Indie
350	Farewell heartless world I'll send you a postcard burnt in the flames you've tried so hard To extinguish with fear of failing I'll write down everything I have learned And edit it down to a single word Love, for you I've waiting, anticipating Sparks will fly beneath the luna alight Lazarus and Frankenstein's Baby, I'll be a flatliner for a heart killer A little we die above the lesser light For you I'm open wide Baby, I'll be a flatliner for a heart killer Heart killer Top hats up to the return Of the beat to lick a wound to Cursed for some and blessed for a few It doesn't have to make any sense at all Come hither and we'll fall In love for love I'm crawling	Indie
351	All our times have come Here but now they're gone Seasons don't fear the reaper Nor do the wind, the sun or the rain We can be like they are Come on baby.. Don't fear the Reaper Baby take my hand.. Don't fear the Reaper We'll be able to fly.. Don't fear the Reaper Baby I'm your man... Valentine is done Here but now they're gone Romeo and Juliet Are together in eternity... Romeo and Juliet 40,000 men and women everyday.. Like Romeo and Juliet 40,000 men and women everyday.. Redefine happiness Another 40,000 coming everyday...We can be like they are Come on baby.. Don't fear the Reaper Baby take my hand.. Don't	Indie
352	You missed the winter and it followed you back home Where sun kissed the crimson footsteps in the melting snow We are doing our best to disown the golden mean By this acts of cruelty in the name of beauty to be free The acoustic funeral for love in limbo We're dancing with tags on our toes I saved my last breath for your window To write you this song for the acoustic funeral On the verge of a vow to kill all reason locking that door To a nightmare within a nightmare we are bound to adore Let the pleasure in the shape of a heart lie to me And finally confirm all fears to be so real Be so real The acoustic funeral for love in limbo We're dancing with tags on our	Indie
353	I see You've turned your back on love again And I feel Your stumbling down that road again And i feel Despair kissing our lips again And i feel Despair holding our hearts again, yeah Will you see Me crying behind your back again And you hear My heart beat slowly down again And i feel Despair kissing our lips again And i feel	Indie
354	Hear the silent sighing song A moment of calm before the storm My heart so violently beats along Leaving me to want to end it all I weep for the dream in a grave The one that made all lips go blue, blue, blue I read the words on torn down walls Reminding me how much I loved you I weep for the dream in a grave The one that made all lips go blue, blue, blue I leave, bleeding yet another day	Indie
355	And love's light blue Led me to you Through all the emptiness that had become my home Love's lies cruel Introduced me to you And at that moment I knew I was out of hope Kill me I begged and love said no Leave me For dead and let me go Kill me I cried and love said no Kill me I cried and love said no Love's ice tomb Dug open for you Lies in a cemetery that bears my name Love's violent tune From me to you Rips your heart out And leaves you Bleeding	Indie
356	Just one look into your eyes One look and I'm crying 'Cause you're so beautiful Just one kiss and I'm alive One kiss and I'm ready to die 'Cause you're so beautiful Just one touch and I'm on fire One touch and I'm crying 'Cause you're so beautiful Just	Indie
357	"Covered The Carcass Of Time With Flowers To Send The Scent Of Blame To The Grave Set The Darkest Thoughts On Fire And Watched The Ashes Climb To Heaven'S Gates We Hide Behind The Crimson Door While The Summer Is Killed By The Fall Alive Behind The Crimson Door While The Winter Sings: ""your Love Will Be The Death Of Me"" Death Served Wine For Lovers Brought From The World Where Devils Reign And Intoxicated Angels With Sorrow They Witnessed In The Eyes Of Their Slave We Hide Behind The Crimson Door While The"	Indie
358	Oh, I see your scars I know where they're from Sensually carved and bleeding Till you're dead and gone I've seen it all before Beauty, Splendour, Torn It's when heaven turns to black And hell to white Rights so wrong and wrongs so right now Feel it turning your heart into stone Feel it piercing your courageous soul Beyond our redemption No one's gonna catch you when you fall Oh, I see you crawl You can barely walk with arms wide open You keep on begging for more I've been there before Knocking on the same door It's when hate turns to love And love to hate Faith to doubt And doubt to faith now Feel it turning your heart into stone Feel	Indie
359	You had demons to kill within you screaming With a gun loaded with guilt you opened their eyes Love preys the living and praises the dead In the heart of our hearts by death we were wed Bleed well the soul you're about to sell for passion deranged Kiss and tell, baby we're bleeding well Bleed well the	Indie
360	Essential salts of animals May be so prepared and preserved That an ingenious man may have the whole Ark of Noah in his own Study and raise the fine shape of an animal Out of its ashes at his pleasure aaah aaah aaah aaaaaaaah Unhappy is he to whom the memories of childhood Bring only fear and sadness Old years of play Wretched is he who looks back upon Lone hours in vast and dismal chambers With brown hangings and maddening rows of antique books Watch them in twilight groves Oh in twilight groves Oh in twilight groves By method from the essential salts of humane dust A philosopher may call up the shape of any dead ancestor	Indie
361	Again the burden of losing rests upon my shoulders And its weight seems unbearable Your tomb is where your heart is I should have told her But within me hid a secret so terrible To cry is to know that you're alive But my river of tears has run dry I never wanted to fool you, no But a cold heart is a dead heart And it feels like I've been buried alive by love If I should die before I wake Pray no one my soul to take And if I wake before I die Rescue me with your smile If I should die before I wake Pray no one my soul to take And if I wake before I die Rescue me with your smile.. yeah The kiss of vanity blessed me with a spiritual murder Fed the gods of war insatiable Your home is where the dark is I should have told her Embrace the fire indestructible To die is to know that you're alive And my river of blood won't run dry I never wanted to lose you, no But a cold heart is a dead heart And it feels like I've been buried alive by	Indie
362	Let me wake up in your arms They say it's not alright Let me be so dead and gone So far away from life Close my eyes Hold me tight And bury me deep inside On your heart All I ever wanted was you, my love You...all I ever wanted is you, my love You're all I ever wanted, just you Let me never see the sun And never see you smile Let us be so dead and so gone So far away from life Just Close my eyes Hold me	Indie
363	Heartache's knocking on her door Shadows dance outside her window Tears keep falling on the floor As the world around her crumbles If you want to save her First you have to save yourself If you want to free her from the hurt Don't do it with your pain If you want to see her smile again Don't show her you're afraid 'Cause your circle of fear is the same Love can be cold as grave A one way ticket to endless sorrow	Indie
364	The kiss sweetest And touch so warm The smile kindest In this world so cold and strong So close to the flame Burning brightly It won't fade away And leave us lonely	Indie
365	Should've known how hard it is to stop tearing each other apart Separating souls entwined with all these labyrinthine lies I am dead to you, a shadow doomed My love, forever in the dark And of all untruths the truest is you Too close to my heart This emptiness I've made my home Embracing memories of dreams	Indie
366	Shivers run through the spine Of hope as she cries the poison tears of her life delight In the raven black night Holding hands with Dark light Come shine in her lost heart tonight And blind All fears that haunt her With your	Indie
367	For a moment the world turns its back And you let me come closer Though the hearts were filled with fear For this Dark Secret Love Oh let the world turn its back And please let me come closer Though the hearts filled with fear For this love Our 666 has got a name We burn in its flames again and again What is it our Dark Secret Love? Set me as a seal upon thine heart, As a seal upon thine arm, For love is strong as death And jealousy is cruel as the grave.	Indie
368	Despair has a face And all these wounds remain unhealed Bless the killed and enslaved Our own hearts are our loves will Thrilled to start all over again Crawl down dead lover's lane, The maze of memories stained And it sucks the blood right out of my heart Fear has a name Written on our hallowed ground With their tears Those words never saved To fear your heart and our dreams Are these beyond our grasp? Crawl down dead lover's lane The	Indie
369	I know it hurts too much I know that you're scared I know you're running out of trust Wishing you were dead In your misery You're not alone So come share your tears with me And witness it all go wrong I know it and I feel it Just as well as you do, Honey It's not our fault if death's in love with us oh oh It's not our fault if the reaper holds our hearts 41+66.6 = our loss We're breathing only to fade away We're running just to get caught What love's lies blessed What love's light cursed Just fear for the best	Indie
370	The promise of heaven pushed us right back to hell Turned three sevens into three sixes again And you laughed at my face when I told you how much it hurts And said... Disarm me with your loneliness just like always before Deceive me out of my emptiness telling me how you love You keep on tempting me to go on whatever the cost To witness the prettiest flower in bloom wither to dust So I'll break all the rules in this endless game once called love For you... Disarm me with your loneliness just	Indie
371	I know how it feels to be on your own In this cruel world where hearts are bound to turn to stone Where you are alone And tired of breathing It's all going wrong And you just can't stand the pain any more You're too numb to believe in In anything Baby just don't close your heart Baby just don't close your heart Baby just don't close your heart Darling don't let me down I know how easy it is to let go Surrender to despair lurking at your door To lose your soul and all your feelings	Indie
372	We can be like all the others With no way to go Paint ourselves into a corner with hope This could be the end of everything Afraid of A dream of one Let's hope these heart's for one another It's worth all wounds, it must be If I'm drawn and quartered It's only for you Hold that thought down forever In all shades of blue So why won't you (why won't you) ? Been waiting to (waiting to) So why won't you Go on and run? Every part of me wants to believe There's a darkness we need to feel For the brightest light to be seen and felt inside Only because of you Let's hope these heart's for one another It's	Indie
373	Hiding underneath The veil of broken dreams We find her weeping On her once white wings She will be carrying the weight of our deeds And she bleeds for love Forever gone Drunk on shadows and lost in a lie Killing ourselves a kiss at a time Devils dance while angels smile Drunk on shadows and lost in a lie Finding souls to feed The nightside of eden We see her struggling For her love's Last breath and walk off Drunk on shadows and lost in a lie Killing	Indie
374	I've seen you breathe life into the weakest of hearts, And heard you scream out loud the sweetest poem, Echo across the ocean reminding me Why I still try, To hold onto whatever is left of you and I, Shedding skin to a dying song, We hum along to the evening sun till we are no more, Little deaths to a dying song, Sound a lot like life, I've seen these dreams be crushed by a single thought, And felt the envy of sadness engulf all warmth Barely alive under ice by exchanging sighs, With tomorrow quivering in the loneliest light, Shedding skin to a dying	Indie
375	Softly the light shines in through The gates of grace on me and you Deceiving our restless hearts A flickering flame so serene Devours the night so we could see The fear we hold on to so strong But I know where I belong Away from your gods That heal all wounds and light This endless dark Endless dark This endless Dark Lonely the light shines on you Through the gates of fire entombed Feeding on your love Weak is the blaze that kept me away From cruelty and tenderness embraced Saving my soul no more And I	Indie
376	Words like violence Break the silence Come crashing in Into my little world Painful to me Pierce right through me Can't you understand Oh my little girl Chorus: All I ever wanted All I ever needed Is here in my arms Words are very	Indie
377	I want to hold the hand inside you I want to take a breath that's true I look to you and I see nothing I look to you to see the truth You live your life You go in shadows I look to you and I see nothing I look to you to see the truth Fade into you Strange you never knew Fade into you I think it's	Indie
378	In the grace of your love I writhe, writhe in pain In 666 ways I love you And I hope you feel the same I'm for you I'm for you I'm killing myself For your love And again all is lost In 777 ways I love you Till my death do us apart I'm for you And I'm dying for your love I'm for	Indie
379	Love's the funeral of hearts And anode for cruelty When angels cry blood On flowers of evil in bloom The funeral of hearts And a plea for mercy When love is a gun Separating me from you She was the sun Shining upon The tomb of your hopes and dreams so frail He was the moon Painting you With it's glow so vulnerable and pale Love's the funeral of hearts And ode for cruelty When angels cry blood On flowers of evil in bloom The funeral of hearts And a plea for mercy When love is a gun Separating me	Indie
380	I love your skin oh so white I love your touch cold as ice And I love every single tear you cry I just love the way you're losing your life Oh, my Baby, how beautiful you are Oh, my Darling, completely torn apart You're gone with the sin my baby and beautiful you are So gone with the sin my darling I adore the despair in your eyes I worship your lips once red as wine And	Indie
381	From lashes to ashes and from lust to dust In your sweetest tornment i'm lost And no heaven can help us Ready, willing and able to lose it all For a kiss so fatal and so warm Oh it's heartache every moment From the start till the end It's heartache every moment with you Deeper into our heavenly suffering Our fragile souls are falling It's heartache every moment baby with you And we sense the danger But don't wanna give up 'Cause there's no smile of an angel Without the wrath of god Oh it's heartache	Indie
382	Farewell heartless world I'll send you a postcard burnt in the flames you've tried so hard To extinguish with fear of failing I'll write down everything I have learned And edit it down to a single word Love, for you I've waiting, anticipating Sparks will fly beneath the luna alight Lazarus and Frankenstein's Baby, I'll be a flatliner for a heart killer A little we die above the lesser light For you I'm open wide Baby, I'll be a flatliner for a heart killer Heart killer Top hats up to the return Of the beat to lick a wound to Cursed for some and blessed for a few It doesn't have to make any sense at all Come hither and we'll fall In love for love I'm crawling	Indie
383	I hold your hand in mine I hold your hand and you're so lonely Oh so lonely Your eyes have lost their light Your eyes have lost their light and you're empty Oh my God you're so empty (I'm in love with you) You are my heaven tonight (I'm in love with you) You are my heaven tonight Trying to find the heart you hide Trying to find the heart you hide in vain Oh in vain And you're my haven in life And	Indie
384	Can't you see my darling That the harder I try The more we grow apart Please believe me The sweeter the kiss The colder turn your arms And the colder grows your heart And baby more I love you I see it in your eyes I feel it in your touch I taste it from your lips And baby more I love you (2x) And you're	Indie
385	I'm Stupid Your smarter I'm stupid Thinking theres a way That this could turn out right I'm dreaming You woke up An I should have known from the start That you were never mine Coz if I could make you love me Your out of reasons to stay Make it easy on yourself An don't worry bout me Don't make me feel something you don't I'm crying But don't pity I'm dying but just walk away I'm gunna be alright Coz I was dreaming you woke up An I'm gunna miss you but I I'm gunna be alright Coz if I could make you love me Your out of reasons to stay Make it easy on yourself And don't worry about me If I could make you love me	Indie
386	There was a time when I Could breath my life into you One by one your pale fingers Started to move And I touched your face And all death was erased And you smiled like an angel Falling from heaven Just to be lift up again And you kissed my lips With those once cold fingertips You run me back to life And all things come to an end We don't have to pretend Slowly we fall asleep And never wake up again We're	Indie
